,Departament,Cdig,Tama,Robo,Intento_robo,Extorsión,Estafa o fraude,Daños,Amenazas,Secuestros,Final
9121,LIMA,4290,GRANDE,1,0,0,0,0,0,0,Rob
9122,ICA,4730,MEDIANA,0,0,0,0,0,0,0,Nin
9123,JUNÍN,3830,PEQUEÑA,1,0,0,1,0,0,0,Rob_Est
9124,JUNÍN,4923,PEQUEÑA,0,0,0,1,0,0,0,Est
9125,JUNÍN,810,PEQUEÑA,0,0,1,0,0,1,0,Ext_Ame
9126,JUNÍN,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
9127,JUNÍN,4663,GRANDE,0,0,0,0,0,0,0,Nin
9128,JUNÍN,4663,MEDIANA,0,0,0,0,0,0,0,Nin
9129,JUNÍN,4620,MEDIANA,0,0,0,0,0,0,0,Nin
9130,JUNÍN,4923,PEQUEÑA,0,1,0,0,0,1,0,Int_Ame
9131,JUNÍN,5229,PEQUEÑA,1,0,0,0,0,0,0,Rob
9132,JUNÍN,5510,GRANDE,0,0,0,0,0,0,0,Nin
9133,JUNÍN,6311,PEQUEÑA,0,0,0,0,0,0,0,Nin
9134,JUNÍN,8010,GRANDE,0,0,0,0,0,0,0,Nin
9135,JUNÍN,8510,PEQUEÑA,0,0,0,0,1,0,0,Dan
9136,JUNÍN,8620,PEQUEÑA,1,0,0,0,0,0,0,Rob
9137,JUNÍN,311,MICRO,0,0,0,0,0,0,0,Nin
9138,JUNÍN,1410,PEQUEÑA,0,0,0,0,0,0,0,Nin
9139,JUNÍN,4100,MEDIANA,0,1,1,0,1,1,0,Int_Ext_Dan_Ame
9140,JUNÍN,4663,GRANDE,0,0,0,0,0,0,0,Nin
9141,JUNÍN,4719,PEQUEÑA,0,0,0,1,0,0,0,Est
9142,JUNÍN,4630,PEQUEÑA,0,0,0,0,0,0,0,Nin
9143,JUNÍN,4922,GRANDE,0,1,1,0,0,1,0,Int_Ext_Ame
9144,JUNÍN,4923,MEDIANA,1,1,0,0,1,0,0,Rob_Int_Dan
9145,JUNÍN,5610,PEQUEÑA,0,1,0,0,0,0,0,int
9146,JUNÍN,6419,PEQUEÑA,0,0,0,0,0,0,0,Nin
9147,JUNÍN,7110,PEQUEÑA,0,0,0,0,0,0,0,Nin
9148,JUNÍN,8530,GRANDE,1,0,0,0,0,0,0,Rob
9149,JUNÍN,9411,PEQUEÑA,0,0,0,0,0,0,0,Nin
9150,JUNÍN,4100,PEQUEÑA,1,1,0,0,0,0,0,Rob_Int
9151,JUNÍN,4923,PEQUEÑA,0,1,0,1,0,0,0,Int_Est
9152,JUNÍN,4773,PEQUEÑA,0,0,0,1,0,0,0,Est
9153,LA LIBERTAD,4663,PEQUEÑA,0,0,1,0,0,0,0,Ext
9154,LA LIBERTAD,4663,MEDIANA,0,1,0,0,0,0,0,int
9155,LA LIBERTAD,2920,GRANDE,0,0,0,0,0,0,0,Nin
9156,LA LIBERTAD,311,MICRO,0,0,0,0,0,0,0,Nin
9157,LA LIBERTAD,899,MEDIANA,0,0,0,0,0,0,0,Nin
9158,LA LIBERTAD,1030,GRANDE,1,0,0,0,0,0,0,Rob
9159,LA LIBERTAD,1511,MEDIANA,0,0,0,0,0,0,0,Nin
9160,LA LIBERTAD,2660,MICRO,0,0,0,0,0,0,0,Nin
9161,LA LIBERTAD,3900,GRANDE,0,0,0,0,0,0,0,Nin
9162,LA LIBERTAD,4290,GRANDE,0,0,0,0,0,0,0,Nin
9163,LA LIBERTAD,4100,MEDIANA,0,0,0,0,0,0,0,Nin
9164,LA LIBERTAD,4321,PEQUEÑA,0,0,0,0,0,0,0,Nin
9165,LA LIBERTAD,4510,GRANDE,1,1,0,0,0,0,0,Rob_Int
9166,LA LIBERTAD,4649,GRANDE,1,0,0,0,0,0,0,Rob
9167,LA LIBERTAD,4630,GRANDE,0,1,0,0,0,0,0,int
9168,LA LIBERTAD,4690,GRANDE,0,0,0,1,0,0,0,Est
9169,LA LIBERTAD,4630,MEDIANA,0,0,0,0,0,0,0,Nin
9170,LA LIBERTAD,4690,MEDIANA,0,0,0,0,0,0,0,Nin
9171,LA LIBERTAD,4661,MEDIANA,1,0,0,0,0,1,0,Rob_Ame
9172,LA LIBERTAD,4540,PEQUEÑA,1,0,0,0,0,0,0,Rob
9173,LA LIBERTAD,4630,PEQUEÑA,0,0,0,0,0,0,0,Nin
9174,LA LIBERTAD,4771,PEQUEÑA,0,0,0,0,0,0,0,Nin
9175,LA LIBERTAD,4690,MICRO,0,0,0,0,0,0,0,Nin
9176,LA LIBERTAD,4923,GRANDE,1,0,0,0,0,0,0,Rob
9177,LA LIBERTAD,4923,MEDIANA,1,0,0,0,0,0,0,Rob
9178,LA LIBERTAD,4921,PEQUEÑA,0,0,0,0,0,0,0,Nin
9179,LA LIBERTAD,4921,PEQUEÑA,1,0,1,0,0,0,0,Rob_Ext
9180,LA LIBERTAD,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
9181,LA LIBERTAD,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
9182,LA LIBERTAD,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9183,LA LIBERTAD,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9184,LA LIBERTAD,5510,PEQUEÑA,0,0,1,0,0,0,0,Ext
9185,LA LIBERTAD,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9186,LA LIBERTAD,6209,PEQUEÑA,0,0,0,0,0,0,0,Nin
9187,LA LIBERTAD,6512,PEQUEÑA,0,0,0,0,0,0,0,Nin
9188,LA LIBERTAD,6810,PEQUEÑA,0,0,0,0,0,0,0,Nin
9189,LA LIBERTAD,7710,PEQUEÑA,1,0,0,0,0,0,0,Rob
9190,LA LIBERTAD,8690,PEQUEÑA,0,0,1,0,0,1,0,Ext_Ame
9191,LA LIBERTAD,9609,MEDIANA,1,0,0,1,0,0,0,Rob_Est
9192,LA LIBERTAD,4100,PEQUEÑA,1,0,0,0,0,0,0,Rob
9193,LA LIBERTAD,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
9194,LA LIBERTAD,4649,GRANDE,1,0,0,0,0,0,0,Rob
9195,LA LIBERTAD,4630,GRANDE,0,0,0,0,0,0,0,Nin
9196,LA LIBERTAD,4730,GRANDE,1,0,0,0,0,0,0,Rob
9197,LA LIBERTAD,6201,PEQUEÑA,0,0,0,0,0,0,0,Nin
9198,LA LIBERTAD,7020,PEQUEÑA,0,0,0,0,0,0,0,Nin
9199,LA LIBERTAD,8129,MEDIANA,0,0,0,1,0,0,0,Est
9200,LA LIBERTAD,8530,GRANDE,1,0,0,0,0,0,0,Rob
9201,LA LIBERTAD,8521,PEQUEÑA,0,0,0,0,0,0,0,Nin
9202,LA LIBERTAD,8610,GRANDE,0,1,0,0,0,0,0,int
9203,LAMBAYEQUE,4630,GRANDE,0,0,0,0,0,0,0,Nin
9204,LAMBAYEQUE,910,PEQUEÑA,1,0,0,0,0,0,0,Rob
9205,LAMBAYEQUE,1101,PEQUEÑA,0,0,0,1,0,0,0,Est
9206,LAMBAYEQUE,3510,GRANDE,1,0,0,1,0,0,0,Rob_Est
9207,LAMBAYEQUE,4100,GRANDE,0,0,0,0,0,0,0,Nin
9208,LAMBAYEQUE,4630,GRANDE,1,0,0,0,0,0,0,Rob
9209,LAMBAYEQUE,4799,GRANDE,0,0,0,0,0,0,0,Nin
9210,LAMBAYEQUE,4661,GRANDE,0,0,0,0,0,0,0,Nin
9211,LAMBAYEQUE,4663,MEDIANA,0,0,0,0,0,0,0,Nin
9212,LAMBAYEQUE,4610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9213,LAMBAYEQUE,4659,PEQUEÑA,0,0,0,1,0,0,0,Est
9214,LAMBAYEQUE,4761,PEQUEÑA,0,0,0,0,0,0,0,Nin
9215,LAMBAYEQUE,4922,GRANDE,1,0,0,0,0,0,0,Rob
9216,LAMBAYEQUE,5229,MICRO,0,0,0,0,0,0,0,Nin
9217,LAMBAYEQUE,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9218,LAMBAYEQUE,5510,PEQUEÑA,1,0,0,0,0,0,0,Rob
9219,LAMBAYEQUE,5610,MICRO,0,0,0,0,0,0,0,Nin
9220,LAMBAYEQUE,6190,PEQUEÑA,0,0,0,0,0,0,0,Nin
9221,LAMBAYEQUE,6810,PEQUEÑA,1,0,0,0,0,0,0,Rob
9222,LAMBAYEQUE,7110,PEQUEÑA,0,0,1,0,0,0,0,Ext
9223,LAMBAYEQUE,8299,PEQUEÑA,0,0,0,0,0,0,0,Nin
9224,LAMBAYEQUE,8299,PEQUEÑA,1,0,0,0,0,0,0,Rob
9225,LAMBAYEQUE,8521,PEQUEÑA,0,0,0,0,0,0,0,Nin
9226,LAMBAYEQUE,8610,PEQUEÑA,0,0,0,1,0,0,0,Est
9227,LAMBAYEQUE,9321,PEQUEÑA,0,0,0,1,0,0,0,Est
9228,LAMBAYEQUE,9609,MICRO,0,0,0,0,0,0,0,Nin
9229,LAMBAYEQUE,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
9230,LAMBAYEQUE,7110,PEQUEÑA,0,0,0,0,0,0,0,Nin
9231,LAMBAYEQUE,2013,MEDIANA,0,0,0,0,0,0,0,Nin
9232,LAMBAYEQUE,4540,GRANDE,0,0,0,0,0,0,0,Nin
9233,LAMBAYEQUE,4510,MEDIANA,0,0,0,0,0,0,0,Nin
9234,LAMBAYEQUE,4730,MEDIANA,0,0,0,0,0,0,0,Nin
9235,LAMBAYEQUE,4773,MICRO,1,0,0,0,0,0,0,Rob
9236,LAMBAYEQUE,4923,PEQUEÑA,0,0,1,0,0,0,0,Ext
9237,LAMBAYEQUE,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
9238,LAMBAYEQUE,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
9239,LAMBAYEQUE,8299,PEQUEÑA,1,0,1,0,0,0,0,Rob_Ext
9240,LAMBAYEQUE,4100,PEQUEÑA,0,0,1,0,0,0,0,Ext
9241,LIMA,899,PEQUEÑA,0,0,0,0,0,0,0,Nin
9242,LIMA,4100,PEQUEÑA,1,0,0,0,0,0,0,Rob
9243,LIMA,4730,GRANDE,1,0,0,0,0,0,0,Rob
9244,LIMA,4630,PEQUEÑA,0,0,0,0,0,0,0,Nin
9245,LIMA,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9246,LIMA,9609,MICRO,0,0,0,0,0,0,0,Nin
9247,LIMA,4630,MICRO,0,0,0,0,0,0,0,Nin
9248,LIMA,3510,PEQUEÑA,0,1,0,0,0,0,0,int
9249,LIMA,4100,PEQUEÑA,0,0,1,0,0,0,0,Ext
9250,LIMA,4630,PEQUEÑA,1,0,0,0,0,0,0,Rob
9251,LIMA,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
9252,LIMA,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
9253,LIMA,4773,PEQUEÑA,0,0,0,0,0,0,0,Nin
9254,LIMA,4923,MEDIANA,0,0,0,0,0,0,0,Nin
9255,LIMA,5224,MICRO,0,0,0,0,0,0,0,Nin
9256,LIMA,7810,PEQUEÑA,0,0,0,0,0,0,0,Nin
9257,LIMA,4100,MICRO,0,0,0,0,0,0,0,Nin
9258,LIMA,8549,PEQUEÑA,0,0,0,0,0,0,0,Nin
9259,LIMA,311,PEQUEÑA,0,0,0,0,0,0,0,Nin
9260,LIMA,4721,MEDIANA,0,0,0,0,0,0,0,Nin
9261,LIMA,4923,PEQUEÑA,0,1,0,1,0,0,0,Int_Est
9262,LIMA,7110,PEQUEÑA,0,0,0,0,0,0,0,Nin
9263,LIMA,8620,MEDIANA,1,0,0,0,1,0,0,Rob_Dan
9264,LIMA,1071,PEQUEÑA,0,0,0,0,0,0,0,Nin
9265,LIMA,2511,PEQUEÑA,0,0,0,0,0,0,0,Nin
9266,LIMA,4661,PEQUEÑA,0,0,0,0,0,0,0,Nin
9267,LIMA,899,PEQUEÑA,0,0,0,0,0,0,0,Nin
9268,LIMA,2220,GRANDE,0,0,0,0,1,0,0,Dan
9269,LIMA,2100,GRANDE,0,0,0,0,0,0,0,Nin
9270,LIMA,3100,GRANDE,0,0,0,0,0,0,0,Nin
9271,LIMA,1311,GRANDE,0,0,0,0,0,0,0,Nin
9272,LIMA,2220,GRANDE,0,0,0,0,0,0,0,Nin
9273,LIMA,3211,GRANDE,0,0,0,0,0,0,0,Nin
9274,LIMA,2511,GRANDE,0,0,0,0,0,0,0,Nin
9275,LIMA,1050,GRANDE,0,0,0,0,1,0,0,Dan
9276,LIMA,2220,MEDIANA,0,0,0,0,0,0,0,Nin
9277,LIMA,4390,GRANDE,1,0,0,0,0,0,0,Rob
9278,LIMA,4690,GRANDE,0,0,0,0,0,0,0,Nin
9279,LIMA,4530,GRANDE,0,0,0,0,0,0,0,Nin
9280,LIMA,4923,GRANDE,0,1,0,0,1,0,0,Int_Dan
9281,LIMA,4923,GRANDE,1,0,0,0,0,0,0,Rob
9282,LIMA,4923,GRANDE,0,1,0,0,0,0,0,int
9283,LIMA,4923,PEQUEÑA,1,0,0,0,0,0,0,Rob
9284,LIMA,4923,MICRO,0,0,0,0,0,0,0,Nin
9285,LIMA,5629,MEDIANA,0,0,0,0,0,0,0,Nin
9286,LIMA,6810,PEQUEÑA,0,0,0,0,0,0,0,Nin
9287,LIMA,8299,GRANDE,0,0,0,0,0,0,0,Nin
9288,LIMA,8299,MEDIANA,0,0,0,0,0,0,0,Nin
9289,LIMA,8299,PEQUEÑA,0,0,0,0,0,0,0,Nin
9290,LIMA,9609,MEDIANA,0,0,0,0,0,0,0,Nin
9291,LIMA,9609,PEQUEÑA,0,1,0,0,0,0,0,int
9292,LIMA,2910,PEQUEÑA,1,0,0,1,1,0,0,Rob_Est_Dan
9293,LIMA,3520,PEQUEÑA,0,0,0,0,0,0,0,Nin
9294,LIMA,4100,MICRO,0,0,0,0,0,0,0,Nin
9295,LIMA,5610,MEDIANA,1,0,0,0,0,0,0,Rob
9296,LIMA,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9297,LIMA,5610,MICRO,0,0,0,0,0,0,0,Nin
9298,LIMA,6419,MEDIANA,1,0,0,0,0,0,0,Rob
9299,LIMA,6820,GRANDE,0,0,0,0,0,0,0,Nin
9300,LIMA,2710,GRANDE,0,0,0,0,0,0,0,Nin
9301,LIMA,3250,GRANDE,0,0,0,1,0,0,0,Est
9302,LIMA,4772,GRANDE,1,0,0,0,0,0,0,Rob
9303,LIMA,8220,GRANDE,1,0,0,0,0,0,0,Rob
9304,LIMA,8299,GRANDE,0,0,0,0,0,0,0,Nin
9305,LIMA,311,PEQUEÑA,0,0,0,0,0,0,0,Nin
9306,LIMA,311,PEQUEÑA,0,0,0,0,0,0,0,Nin
9307,LIMA,3520,PEQUEÑA,0,0,0,0,0,0,0,Nin
9308,LIMA,6190,MICRO,0,0,0,0,0,0,0,Nin
9309,LIMA,1079,GRANDE,0,0,0,0,0,0,0,Nin
9310,LIMA,1071,GRANDE,0,0,0,0,0,0,0,Nin
9311,LIMA,2220,GRANDE,0,0,0,0,0,0,0,Nin
9312,LIMA,2029,GRANDE,0,0,0,0,0,0,0,Nin
9313,LIMA,2511,MEDIANA,0,0,0,0,0,0,0,Nin
9314,LIMA,4100,GRANDE,1,0,0,0,0,0,0,Rob
9315,LIMA,4630,GRANDE,1,0,0,0,1,0,0,Rob_Dan
9316,LIMA,4510,GRANDE,0,0,0,0,0,0,0,Nin
9317,ICA,4100,GRANDE,1,0,0,0,0,0,0,Rob
9318,LIMA,5610,GRANDE,1,0,0,0,0,0,0,Rob
9319,LIMA,5811,GRANDE,1,0,0,0,0,0,0,Rob
9320,LIMA,6810,PEQUEÑA,0,0,0,0,0,0,0,Nin
9321,LIMA,6920,MICRO,0,0,0,0,0,0,0,Nin
9322,LIMA,8521,MEDIANA,0,0,0,0,0,0,0,Nin
9323,LIMA,9609,MEDIANA,0,0,0,0,0,0,0,Nin
9324,LIMA,9200,MEDIANA,0,0,0,0,0,0,0,Nin
9325,LIMA,2022,GRANDE,0,0,0,0,0,0,0,Nin
9326,LIMA,2220,PEQUEÑA,0,0,0,0,0,0,0,Nin
9327,LIMA,2511,MICRO,0,0,0,0,0,0,0,Nin
9328,LIMA,3600,MICRO,1,0,0,0,0,0,0,Rob
9329,LIMA,4663,GRANDE,0,0,0,1,0,0,0,Est
9330,LIMA,4661,GRANDE,0,1,0,0,0,0,0,int
9331,LIMA,4799,PEQUEÑA,0,0,0,0,0,0,0,Nin
9332,LIMA,4690,MICRO,0,0,0,0,0,0,0,Nin
9333,LIMA,6190,MICRO,0,0,0,0,0,0,0,Nin
9334,LIMA,8299,MICRO,0,0,0,0,0,0,0,Nin
9335,LIMA,311,PEQUEÑA,0,0,0,0,0,0,0,Nin
9336,LIMA,6190,GRANDE,1,0,0,0,0,0,0,Rob
9337,LIMA,1410,GRANDE,0,0,0,0,0,0,0,Nin
9338,LIMA,6190,PEQUEÑA,0,0,0,0,0,0,0,Nin
9339,LIMA,7020,GRANDE,0,0,0,0,0,0,0,Nin
9340,LIMA,3600,MICRO,0,0,0,0,0,0,0,Nin
9341,LIMA,4663,GRANDE,0,0,0,0,0,0,0,Nin
9342,LIMA,5210,MEDIANA,0,0,0,0,0,0,0,Nin
9343,LIMA,7220,GRANDE,0,0,0,0,0,0,0,Nin
9344,LIMA,7110,PEQUEÑA,1,1,0,0,0,0,0,Rob_Int
9345,LIMA,7020,MICRO,0,0,0,0,0,0,0,Nin
9346,LIMA,8549,GRANDE,0,0,0,0,0,0,0,Nin
9347,LIMA,8690,GRANDE,0,0,0,0,0,0,0,Nin
9348,LIMA,729,GRANDE,0,0,0,0,0,0,0,Nin
9349,LIMA,3830,PEQUEÑA,0,0,0,0,0,0,0,Nin
9350,LIMA,4100,MEDIANA,0,0,0,0,0,0,0,Nin
9351,LIMA,4771,PEQUEÑA,0,0,0,0,0,0,0,Nin
9352,LIMA,5229,MICRO,0,0,0,0,0,0,0,Nin
9353,LIMA,5610,MEDIANA,0,0,0,0,0,0,0,Nin
9354,LIMA,5610,MEDIANA,1,0,0,0,0,0,0,Rob
9355,LIMA,5610,MICRO,0,0,0,0,0,0,0,Nin
9356,LIMA,6810,PEQUEÑA,0,0,0,0,0,0,0,Nin
9357,LIMA,8299,GRANDE,0,0,0,0,0,0,0,Nin
9358,LIMA,8521,PEQUEÑA,0,0,1,1,0,0,0,Ext_Est
9359,LIMA,311,PEQUEÑA,0,0,0,0,0,0,0,Nin
9360,LIMA,3290,GRANDE,1,0,0,0,0,0,0,Rob
9361,LIMA,1410,PEQUEÑA,0,0,0,0,0,0,0,Nin
9362,LIMA,1399,PEQUEÑA,0,0,0,0,0,0,0,Nin
9363,LIMA,4100,MEDIANA,1,0,0,0,0,0,0,Rob
9364,LIMA,4772,GRANDE,0,0,0,0,0,0,0,Nin
9365,LIMA,4510,GRANDE,1,0,0,1,0,0,0,Rob_Est
9366,LIMA,4530,GRANDE,0,0,0,0,0,0,0,Nin
9367,LIMA,4641,GRANDE,1,0,0,0,0,0,0,Rob
9368,LIMA,4649,GRANDE,1,0,0,0,0,0,0,Rob
9369,LIMA,4690,PEQUEÑA,0,0,0,0,0,0,0,Nin
9370,LIMA,4923,GRANDE,1,0,0,0,0,0,0,Rob
9371,LIMA,4923,GRANDE,0,0,0,0,0,0,0,Nin
9372,LIMA,4923,MEDIANA,0,0,0,0,0,0,0,Nin
9373,LIMA,5210,PEQUEÑA,0,0,0,0,0,0,0,Nin
9374,LIMA,5610,MEDIANA,0,0,0,0,0,0,0,Nin
9375,LIMA,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9376,LIMA,6190,GRANDE,0,0,0,0,0,0,0,Nin
9377,LIMA,6810,GRANDE,0,0,0,0,0,0,0,Nin
9378,LIMA,7110,GRANDE,0,0,0,0,0,0,0,Nin
9379,LIMA,8549,MEDIANA,0,0,0,0,0,0,0,Nin
9380,LIMA,8690,GRANDE,0,0,0,0,0,0,0,Nin
9381,LIMA,311,PEQUEÑA,1,0,0,0,0,0,0,Rob
9382,LIMA,311,PEQUEÑA,0,0,0,0,0,0,0,Nin
9383,LIMA,510,PEQUEÑA,0,0,0,0,0,0,0,Nin
9384,LIMA,2511,GRANDE,0,0,0,0,0,0,0,Nin
9385,LIMA,2710,GRANDE,0,0,0,0,0,0,0,Nin
9386,LIMA,1020,GRANDE,0,0,0,0,0,0,0,Nin
9387,LIMA,2220,GRANDE,0,0,0,0,0,0,0,Nin
9388,LIMA,1392,GRANDE,0,0,0,0,0,0,0,Nin
9389,LIMA,2512,GRANDE,0,0,0,0,0,0,0,Nin
9390,LIMA,2824,GRANDE,0,0,0,0,0,0,0,Nin
9391,LIMA,2511,MEDIANA,0,0,0,0,0,0,0,Nin
9392,LIMA,1709,MICRO,1,0,0,0,0,0,0,Rob
9393,LIMA,1811,MICRO,0,0,0,0,0,0,0,Nin
9394,LIMA,4649,GRANDE,1,0,0,0,0,0,0,Rob
9395,LIMA,4652,GRANDE,1,0,0,0,0,0,0,Rob
9396,LIMA,4530,GRANDE,1,0,0,0,0,0,0,Rob
9397,LIMA,4649,GRANDE,1,0,0,0,0,0,0,Rob
9398,LIMA,4690,GRANDE,0,0,0,0,0,0,0,Nin
9399,LIMA,4649,GRANDE,1,0,0,0,0,0,0,Rob
9400,LIMA,4649,GRANDE,0,0,0,0,0,0,0,Nin
9401,LIMA,4530,GRANDE,0,0,0,0,0,0,0,Nin
9402,LIMA,4652,MEDIANA,0,0,0,0,0,0,0,Nin
9403,LIMA,4752,PEQUEÑA,0,0,0,0,0,0,0,Nin
9404,LIMA,4520,PEQUEÑA,0,0,0,0,0,0,0,Nin
9405,LIMA,4752,MICRO,0,0,0,1,0,0,0,Est
9406,LIMA,4641,MICRO,0,0,0,0,0,0,0,Nin
9407,LIMA,4742,MICRO,0,0,0,0,0,0,0,Nin
9408,LIMA,5310,GRANDE,1,0,0,0,0,0,0,Rob
9409,LIMA,4923,MEDIANA,0,0,0,0,0,0,0,Nin
9410,LIMA,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9411,LIMA,5610,MICRO,0,0,0,0,0,0,0,Nin
9412,LIMA,6020,GRANDE,0,0,0,0,0,0,0,Nin
9413,LIMA,6499,GRANDE,0,0,0,0,0,0,0,Nin
9414,LIMA,6512,MICRO,0,0,0,0,0,0,0,Nin
9415,LIMA,6619,MICRO,0,0,0,0,0,0,0,Nin
9416,LIMA,6810,GRANDE,0,0,0,0,0,0,0,Nin
9417,LIMA,6810,GRANDE,0,0,0,0,0,0,0,Nin
9418,LIMA,6820,PEQUEÑA,0,1,1,0,0,0,0,Int_Ext
9419,LIMA,8530,GRANDE,0,0,0,0,0,0,0,Nin
9420,LIMA,8521,GRANDE,0,0,0,0,0,0,0,Nin
9421,LIMA,8530,PEQUEÑA,0,0,0,0,0,0,0,Nin
9422,LIMA,9200,MEDIANA,1,0,0,0,0,0,0,Rob
9423,LIMA,9412,MEDIANA,0,0,0,0,0,0,0,Nin
9424,LIMA,311,PEQUEÑA,1,0,0,0,0,0,0,Rob
9425,LIMA,1410,GRANDE,0,0,0,0,0,0,0,Nin
9426,LIMA,1020,GRANDE,0,0,0,0,0,0,0,Nin
9427,LIMA,1520,GRANDE,0,0,0,0,0,0,0,Nin
9428,LA LIBERTAD,4771,MEDIANA,0,0,0,0,0,0,0,Nin
9429,LIMA,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
9430,LIMA,5510,MICRO,0,0,0,0,0,0,0,Nin
9431,LIMA,6202,MICRO,0,0,0,0,0,0,0,Nin
9432,LIMA,6810,MEDIANA,0,0,0,0,0,0,0,Nin
9433,LIMA,6810,MICRO,0,0,0,0,0,0,0,Nin
9434,LIMA,7020,GRANDE,0,0,0,0,0,0,0,Nin
9435,LIMA,8299,GRANDE,0,0,0,0,0,0,0,Nin
9436,LIMA,8690,PEQUEÑA,1,0,0,0,0,0,0,Rob
9437,LIMA,2599,MEDIANA,1,0,0,0,0,0,0,Rob
9438,LIMA,1410,PEQUEÑA,0,0,0,0,0,0,0,Nin
9439,LIMA,3510,MICRO,0,0,0,0,0,0,0,Nin
9440,LIMA,4530,GRANDE,0,0,0,0,0,0,0,Nin
9441,LIMA,4690,GRANDE,0,0,0,0,0,0,0,Nin
9442,LIMA,4690,MEDIANA,0,0,0,0,0,0,0,Nin
9443,LIMA,4663,MEDIANA,0,1,0,0,0,0,0,int
9444,LIMA,6810,MICRO,0,0,0,0,0,0,0,Nin
9445,LIMA,2420,GRANDE,0,0,0,0,0,0,0,Nin
9446,LIMA,1079,GRANDE,1,0,0,1,0,0,0,Rob_Est
9447,LIMA,3830,PEQUEÑA,0,0,0,0,0,0,0,Nin
9448,LIMA,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
9449,LIMA,4662,GRANDE,0,0,0,0,0,0,0,Nin
9450,LIMA,4661,GRANDE,0,0,0,0,0,0,0,Nin
9451,LIMA,4923,MEDIANA,0,0,0,0,0,0,0,Nin
9452,LIMA,7110,GRANDE,0,0,0,0,0,0,0,Nin
9453,LIMA,2029,GRANDE,0,0,0,0,0,0,0,Nin
9454,LIMA,2220,GRANDE,0,0,0,0,0,0,0,Nin
9455,LIMA,2819,GRANDE,0,0,0,0,0,0,0,Nin
9456,LIMA,4719,GRANDE,0,0,0,0,0,0,0,Nin
9457,LIMA,4620,GRANDE,0,1,0,0,0,1,0,Int_Ame
9458,LIMA,4730,GRANDE,0,0,0,0,0,0,0,Nin
9459,LIMA,4923,GRANDE,0,0,0,0,0,0,0,Nin
9460,LIMA,5210,GRANDE,0,0,0,0,0,0,0,Nin
9461,LIMA,3520,MICRO,0,1,0,0,0,0,0,int
9462,LIMA,4730,GRANDE,0,0,0,0,0,0,0,Nin
9463,LIMA,4921,GRANDE,0,0,0,0,0,0,0,Nin
9464,LIMA,4923,GRANDE,1,0,0,0,0,0,0,Rob
9465,LIMA,6810,PEQUEÑA,0,1,0,0,0,0,0,int
9466,LIMA,8299,PEQUEÑA,0,0,0,0,0,0,0,Nin
9467,LIMA,8690,MEDIANA,0,0,0,0,0,0,0,Nin
9468,LIMA,9319,GRANDE,0,0,0,0,0,0,0,Nin
9469,LIMA,9000,PEQUEÑA,0,0,0,0,0,0,0,Nin
9470,LIMA,9609,GRANDE,0,1,0,0,0,0,0,int
9471,LIMA,321,GRANDE,0,0,0,0,0,0,0,Nin
9472,LIMA,899,GRANDE,0,0,0,0,0,0,0,Nin
9473,LIMA,729,GRANDE,1,0,0,0,0,0,0,Rob
9474,LIMA,899,PEQUEÑA,0,0,0,0,0,0,0,Nin
9475,LIMA,1061,GRANDE,0,0,0,0,0,0,0,Nin
9476,LIMA,1410,PEQUEÑA,1,0,0,0,0,0,0,Rob
9477,LIMA,3510,GRANDE,1,0,0,0,0,0,0,Rob
9478,LIMA,3830,PEQUEÑA,0,0,0,0,0,0,0,Nin
9479,LIMA,4390,GRANDE,0,0,0,0,0,0,0,Nin
9480,LIMA,4100,GRANDE,0,0,0,0,0,0,0,Nin
9481,LIMA,4100,GRANDE,0,0,0,0,0,0,0,Nin
9482,LIMA,4100,GRANDE,0,0,0,0,0,0,0,Nin
9483,LIMA,4220,GRANDE,0,0,1,0,0,0,0,Ext
9484,LIMA,4100,MEDIANA,0,0,0,0,0,0,0,Nin
9485,LIMA,4100,MEDIANA,1,0,0,0,0,0,0,Rob
9486,LIMA,4100,MEDIANA,0,0,0,0,0,0,0,Nin
9487,LIMA,4100,MEDIANA,0,0,0,0,0,0,0,Nin
9488,LIMA,4630,GRANDE,0,0,0,0,0,0,0,Nin
9489,LIMA,4690,GRANDE,1,0,0,1,0,0,0,Rob_Est
